id,name,price,category,sku,multi pack,image,url,product,rsp,brand,size,product_code,Retail Ean,vat_rate,description,description_bullets,ingredients_description,other_info,cleaned_name,original_name,multipack,is_multipack,slug
824902-1,Monster Energy Drink Ripper 500ml PMP 1.75,10.69,Grocery > Soft Drinks > Energy and Health Drinks,824902.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/3/5056784900123.jpg,https://www.bestwaywholesale.co.uk/product/824902-1,"Carbonated Fruit Energy Drink with 20% Fruit Juice from Fruit Juice Concentrate, Taurine, Ginseng, Caffeine, L-Carnitine and B Vitamins with Sugars and Sweetener.",£1.75,Monster,500ml,824902.0,5056784900123.0,Standard,"The Juice is Loose…The magical smells in the air driving out to surf the North Shore of Oahu was our inspiration for Monster Ripper.We started with a killer combo of tropical juices, added in some famous Monster flavour, then souped it up with a full load of our original Monster Energy blend.Banzai!Monster Ripper…another radical “Juice Monster” hybrid with explosive flavour and the big bad Monster MAGIC you know and love!20% Juice - 100% Monster!","['This product is GMO free', 'This product is allergen free', 'This product is gluten free']","Carbonated Water, Sucrose, Fruit Juice from Concentrate (20%) (Apple, Guava, Passion Fruit, Pineapple, Orange, Lemon), Glucose Syrup, Flavourings, Taurine (0.4%), Acid (Citric Acid), Acidity Regulators (Potassium Citrates, Sodium Citrates), Panax Ginseng Root Extract (0.08%), Preservative (Potassium Sorbate), Caffeine (0.03%), Antioxidant (Ascorbic Acid), Vitamins (B3, B6, B2, B12), Sweetener (Sucralose), L-Carnitine L-Tartrate (0.004%), Sodium Chloride, Colour (E150c), D-Glucuronolactone, Guarana Seed Extract (0.002%), Inositol, Maltodextrin","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Sulphur Dioxide/Sulphites', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Recycling Info: Recycle Pack', 'Pack Type: Can']",Monster Energy Drink Ripper,Monster Energy Drink Ripper 500ml PMP 1.75,,False,monster-energy-drink-ripper
826878-1,Doritos Chilli Heatwave Tortilla Chips Sharing Bag Crisps 70g PMP RRP 1.35,16.49,Grocery > Crisps and Snacks > Snack Single Family,826878.0,70g × 18 × 1,https://www.bestwaywholesale.co.uk/img/products/250/5/5000328036175.jpg,https://www.bestwaywholesale.co.uk/product/826878-1,Chilli Heatwave Flavour Corn Chips,£1.35,Doritos,70g,826878.0,5000328036175.0,Exempt,"- Case of Doritos Chilli Heatwave Tortilla Chips (70g), Price Marked at £1.35- Doritos are VAT free.- To help increase crisps and snacks sales, maximise availability during the afternoon and evenings, by ranging in sharing stands within your beer, wine and spirts aile and within countertop snack units.- Our price marked pack Crisps and Snacks are recommended for stocking in convenience retail outlets- Did you know, our crisp packets can now be recycled? Find out more at walkers.co.uk/recycle Please dispose of your crisp packet responsibly.- Suitable for Vegetarians- No artificial colours or flavours","['Suitable for Vegetarians', 'No Artificial Colours or Flavours']","Corn (Maize), Rapeseed Oil, Chilli Heatwave Flavour [Sugar, Flavourings, Flavour Enhancers (Monosodium Glutamate, Disodium Guanylate), Potassium Chloride, Hydrolysed Vegetable Protein, Salt, Garlic Powder, Paprika Powder, Onion Powder, Acid (Citric Acid), Cayenne Pepper, Colour (Paprika Extract)], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid).","['May Contain Cereals Containing Gluten', 'May Contain Milk', 'May Contain Wheat', 'May Contain Soya', 'Free From Artificial Colours', 'Free From Artificial Flavours', 'Country of Origin United Kingdom', 'Find out how you can recycle this packet in store at walkers.co.uk/recycle', 'Pack Type: Bag']",Doritos Chilli Heatwave Tortilla Chips Sharing Bag Crisps Pmp,Doritos Chilli Heatwave Tortilla Chips Sharing Bag Crisps 70g PMP RRP 1.35,,False,doritos-chilli-heatwave-tortilla-chips-sharing-bag-crisps-pmp
831145-1,Pepsi Max Cherry No Sugar Bottle PMP 2L,7.69,Grocery > Soft Drinks > 2 and 3 Ltr Bottles,831145.0,2Ltr × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/8/4062139024728.jpg,https://www.bestwaywholesale.co.uk/product/831145-1,Carbonated Low Calorie Cherry Cola Flavoured Soft Drink with Sweeteners,£2.19,Pepsi,2Ltr,831145.0,4062139024711.0,Standard,,"['Maximum Taste', 'No Sugar']","Carbonated Water, Colour (E150d), Sweeteners (Aspartame, Acesulfame K), Flavourings (including Caffeine), Acids (Phosphoric Acid, Citric Acid), Preservative (Potassium Sorbate)","['Contains Sweeteners', 'Recycling Info: Recycle Pack', 'Pack Type: Bottle']",Pepsi Max Cherry No Sugar Pmp,Pepsi Max Cherry No Sugar Bottle PMP 2L,,False,pepsi-max-cherry-no-sugar-pmp
812105-1,Barr Cola 2 Litre,3.99,Grocery > Soft Drinks > 2 and 3 Ltr Bottles,812105.0,2Ltr × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/8/5000382114888.jpg,https://www.bestwaywholesale.co.uk/product/812105-1,Sparkling Cola Flavour Soft Drink with Sugar and Sweeteners,£1.19,Barr,2Ltr,812105.0,5000382114888.0,Standard,For more information on this product visit www.barrflavours.co.uk,[],"Carbonated Water, Sugar, Colour (Caramel E150d), Flavourings (including Caffeine), Acid (Phosphoric Acid), Sweeteners (Acesulfame K, Sucralose), Preservative (Sodium Benzoate)","['Contains Sweeteners', 'Please recycle', 'Our bottles and caps are 100% recyclable', 'Cap On - Recycle', 'Pack Type: Plastic Bottle']",Barr Cola 2 Litre,Barr Cola 2 Litre,,False,barr-cola-2-litre
826937-1,Walkers Quavers Cheese Snacks Crisps PMP 54g 1.35 RRP,14.15,Grocery > Crisps and Snacks > Single Standard,826937.0,54g × 18 × 1,https://www.bestwaywholesale.co.uk/img/products/250/0/5000328037110.jpg,https://www.bestwaywholesale.co.uk/product/826937-1,Cheese Flavour Potato Snack,£1.35,Walkers,54g,826937.0,5000328037110.0,Standard,"- Case of Walkers Quavers Cheese Snacks (54g), Price Marked at £1.35 RRP- To help increase crisps and snacks sales, maximise availability during the afternoon and evenings, by ranging in sharing stands next to beverages, within your beer, wine and spirts aisle and within counter top snack units- Our price marked pack Crisps and Snacks are recommended for stocking in convenience retail outlets- Contains no artificial colours or preservatives- Suitable for vegetarians","['No Artificial Colours', 'No Artificial Preservaties', 'Suitable For Vegetarians', 'Light & Curly']","Potato Starch, Sunflower Oil, Cheese Flavour [Whey Powder (fromMilk), Flavouring (containsMilk), Flavour Enhancers (Monosodium Glutamate, Disodium 5'Ribonucleotide),MilkPowder, Cheese Powder (fromMilk), Potassium Chloride, Garlic Powder, Acid (Lactic Acid), Colour (Paprika Extract)], Rice Flour,SoyaFlour, Salt, Yeast, Onion Powder (Malt Flour fromBarley), Pepper,Wheatflour (contains Calcium, Iron, Niacin, Thiamin), Colour (Annatto norbixin)","['May Contain Celery', 'Contains Cereals Containing Gluten', 'Contains Milk', 'May Contain Mustard', 'Contains Wheat', 'Contains Barley', 'Contains Soya', 'Free From Artificial Colours', 'Free From Artificial Preservatives', 'Country of Origin United Kingdom', 'Find out how you can recycle this packet in store at walkers.co.uk/recycle', 'Pack Type: Bag']",Walkers Quavers Cheese Snacks Crisps Pmp 1.35 Rrp,Walkers Quavers Cheese Snacks Crisps PMP 54g 1.35 RRP,,False,walkers-quavers-cheese-snacks-crisps-pmp-135-rrp
671307-1,Avant Natural Mineral Water Screwcap,2.95,Grocery > Soft Drinks > Still Water,671307.0,500ml × 24 × 1,https://www.bestwaywholesale.co.uk/img/products/full/upl/671307.jpg,https://www.bestwaywholesale.co.uk/product/671307-1,671307,£0.69,,500ml,671307.0,15060148621125.0,Standard,,[],,[],Avant Natural Mineral Water Screwcap,Avant Natural Mineral Water Screwcap,,False,avant-natural-mineral-water-screwcap
689247-1,Volvic Touch of Fruit Low Sugar Strawberry Natural Flavoured Water 6 x 750ml,4.99,Grocery > Soft Drinks > Flavoured Water,689247.0,75Cl × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/3/3057640407093.jpg,https://www.bestwaywholesale.co.uk/product/689247-1,Still natural mineral water flavoured drink with sugar and sweetener.,£1.85,Volvic,75Cl,689247.0,3057640406843.0,Standard,"Volvic Touch of Fruit Low sugar Strawberry Natural Flavoured Water 750mlVolvic Touch of Fruit Strawberry water is a refreshing blend of Volvic Natural Mineral Water with a touch of natural Strawberry flavour. Each bottle of Volvic flavoured water, refreshes like water & tastes like a touch of fruit.Volvic Touch of Fruit Strawberry, contains only natural flavours and is low in caloriesOur refreshing range of flavoured waters are great for any occasion, whether you need a tasty pick me up, a tasty lunch drink or a low calorie evening meal refreshment. Available in 6 delicious low sugar flavours, try one today.Our 750ml sportscap bottle is perfect for on the go, keeping your refreshed throughout the dayOur Volvic Strawberry water is 97.5% water; it refreshes like water, tastes like a Touch of Fruit","['Natural Flavours', 'Low sugar', 'Free from artificial sweeteners']","Volvic Natural Mineral Water (97.5%), Sugar, Acidity Regulator (Citric Acid), Natural Strawberry Flavouring with other Natural Flavourings, Preservative (Potassium Benzoate), Sweetener [Steviol Glycosides from a Natural Source (Stevia Extract)]
Natural Flavourings","['Free From Artificial Sweeteners', ""Our Bottles are 100% Recyclable Please Recycle Don't recycle at home - Recycle with Bags at Large Supermarket"", 'Pack Type: Wrap']",Volvic Touch of Fruit Low Sugar Strawberry Natural Flavoured Water,Volvic Touch of Fruit Low Sugar Strawberry Natural Flavoured Water 6 x 750ml,"{'count': 6, 'size': 750.0, 'unit': 'ml', 'format': '6x750ml'}",True,volvic-touch-of-fruit-low-sugar-strawberry-natural-flavoured-water
825373-1,Red Bull Energy Drink Coconut Edition 250ml 12 Pack PM 1.65,9.89,Grocery > Soft Drinks > Energy and Health Drinks,825373.0,250ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/1/9002490280321.jpg,https://www.bestwaywholesale.co.uk/product/825373-1,Energy Drink with the taste of Coconut and Berry,£1.65,Red Bull,250ml,825373.0,9002490280321.0,Standard,Niacin and vitamin B6 contribute to the reduction of tiredness and fatigue as well as to normal energy-yielding metabolism.,"['Pasteurised', 'Vitalizes body and mind®']","Water, Sucrose, Glucose, Acid (Citric Acid), Carbon Dioxide, Taurine (0.4 %), Acidity Regulator (Sodium Citrates), Caffeine (0.03 %), Vitamins (Niacin, Pantothenic Acid, B6, B12), Flavourings, Colours (Plain Caramel, Brilliant Blue FCF)",['Pack Type: Can'],Red Bull Energy Drink Coconut Edition 12,Red Bull Energy Drink Coconut Edition 250ml 12 Pack PM 1.65,"{'count': 12, 'size': None, 'unit': None, 'format': '12pk'}",True,red-bull-energy-drink-coconut-edition-12
826978-1,CocaCola Original Taste 24 x 500ml PM 1.79,22.49,Grocery > Soft Drinks > Small Bottles,826978.0,500ml × 24 × 1,https://www.bestwaywholesale.co.uk/img/products/250/8/5017726449308.jpg,https://www.bestwaywholesale.co.uk/product/826978-1,Sparkling Soft Drink with Plant Extracts,£1.79,Coca-Cola,500ml,826978.0,5000112684339.0,Standard,Coca?Cola Original Taste is the world's favourite soft drink and has been enjoyed since 1886. You can find Coca?Cola Original Taste in a variety of sizes to suit every lifestyle and occasion.,"['A truly unique & great taste', ""The world's favourite soft drink"", 'Coca-Cola Original Taste, made for sharing', 'Sparkling soft drink', 'Happiness, bottled', 'Carbonated soft drink', 'Flavoured drink', 'Carbonated beverage', 'Delicious and refreshing', 'Great taste', 'Can of coke', 'GMO free', 'Added Colours', 'Suitable for Vegetarians', 'Suitable for Vegans']","Carbonated Water, Sugar, Colour (Caramel E150d), Acid (Phosphoric Acid), Natural Flavourings, Caffeine Flavouring","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Oats', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Pack Type: Bottle']",Cocacola Original Taste,CocaCola Original Taste 24 x 500ml PM 1.79,"{'count': 24, 'size': 500.0, 'unit': 'ml', 'format': '24x500ml'}",True,cocacola-original-taste
828346-1,Huggies 48 Pure Baby Wipes,3.79,Grocery > Baby Products > Toiletries,828346.0,48s × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/1/5029053585611.jpg,https://www.bestwaywholesale.co.uk/product/828346-1,828346,£1.00,Huggies,48s,828346.0,5029053585611.0,Standard,,"['Helps Restore Natural Skin pH', '99% Pure Water', 'Clinically & Dermatologically, Hypoallergenic - Tested', 'Recognises Huggies® Research into Healthy Skin - British Skin Foundation']","Aqua, Citric Acid, Sodium Benzoate, PEG 40 Castor Oil, Polysorbate 20, Sodium Citrate, Caprylyl Glycol","['Country of Origin China', ""Recycling Info: Recycle with bags at large supermarket - Don't recycle at home Wrap"", 'Pack Type: Wrap']",Huggies 48 Pure Baby Wipes,Huggies 48 Pure Baby Wipes,,False,huggies-48-pure-baby-wipes
827216-1,Fanta Fruit Twist 6 x 2L PM 2.15,7.27,Grocery > Soft Drinks > 2 and 3 Ltr Bottles,827216.0,2Ltr × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/5/5017726449575.jpg,https://www.bestwaywholesale.co.uk/product/827216-1,Sparkling Mixed Fruit Drink with Sugar and Sweeteners,£2.15,Fanta,2Ltr,827216.0,5000112684780.0,Standard,Fanta Fruit Twist is a tongue-tingling & delicious sparkling flavoured drink that surprises with its intense and refreshing taste. Add to your shopping list and enjoy the bubbles inside,"['Sparkling mixed fruits flavoured soft drink', 'Great and refreshing taste', 'Carbonated drink made with juice', 'Natural Flavourings', 'Added Preservatives', 'GMO Free', 'Intense Sweetners', 'Suitable for vegetarians and vegans']","Carbonated Water, Fruit Juices from Concentrate 4.4% (Orange 3.4%, Peach 0.5%, Apple 0.4%, Passion Fruit 0.1%), Sugar, Vegetable and Plant Concentrates (Carrot, Safflower), Acids (Citric Acid, Malic Acid), Sweeteners (Acesulfame K, Aspartame), Preservative (Potassium Sorbate), Natural Flavouring, Stabilisers (Glycerol Esters of Wood Rosins, Guar Gum)","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Oats', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Pack Type: Wrap']",Fanta Fruit Twist,Fanta Fruit Twist 6 x 2L PM 2.15,"{'count': 6, 'size': 2.0, 'unit': 'l', 'format': '6x2l'}",True,fanta-fruit-twist
826308-1,Red Bull Energy Drink Ruby Edition 250ml 12 Pack PM 1.65,9.89,Grocery > Soft Drinks > Energy and Health Drinks,826308.0,250ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/6/9002490280376.jpg,https://www.bestwaywholesale.co.uk/product/826308-1,Energy Drink with the taste of Pear & Cinnamon,£1.65,Red Bull,250ml,826308.0,9002490280376.0,Standard,Niacin and vitamin B6 contribute to the reduction of tiredness and fatigue as well as to normal energy-yielding metabolism.,"['Vitalizes body and mind®', 'Pasteurised']","Water, Sucrose, Glucose, Acid (Citric Acid), Carbon Dioxide, Taurine (0.4 %), Acidity Regulator (Sodium Citrates), Caffeine (0.03 %), Vitamins (Niacin, Pantothenic Acid, B6, B12), Flavourings, Colours (Plain Caramel, Riboflavins)",['Pack Type: Can'],Red Bull Energy Drink Ruby Edition 12,Red Bull Energy Drink Ruby Edition 250ml 12 Pack PM 1.65,"{'count': 12, 'size': None, 'unit': None, 'format': '12pk'}",True,red-bull-energy-drink-ruby-edition-12
824903-1,Monster Energy Drink The Doctor 500ml PM 1.75,10.69,Grocery > Soft Drinks > Energy and Health Drinks,824903.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/6/5056784900246.jpg,https://www.bestwaywholesale.co.uk/product/824903-1,"Carbonated Energy Drink with 4% Fruit Juice from Juice Concentrate, Taurine, Ginseng, Caffeine, L-Carnitine and B-Vitamins with Sugars and Sweetener.",£1.75,Monster,500ml,824903.0,5056784900246.0,Standard,"MotoGP Champion Valentino Rossi has thrilled fans around the world, with over 100 victories and 9 world championships.We teamed up with Valentino, AKA ‘The Doctor®?' to create our fastest Monster ever. With a light, crisp, refreshing citrus flavour and a full load of our legendary Monster Energy blend, it will get you up to speed in a hurry!","['This product is GMO free', 'This product is allergen free', 'This product is gluten free']","Carbonated Water, Sucrose, Fruit Juices from Concentrate (4%) (Orange, Lemon), Glucose Syrup, Lemon Fruit, Natural Flavourings, Taurine (0.4%), Acidity Regulators (Calcium Lactate, Sodium Citrates), Acid (Citric Acid), Panax Ginseng Root Extract (0.08%), Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid), Caffeine (0.03%), Vitamins (B3, B6, B2, B12), L-Carnitine L-Tartrate (0.004%), Sweetener (Sucralose), Sodium Chloride, D-Glucuronolactone, Guarana Seed Extract (0.002%), Inositol, Maltodextrin","['Free From Celery', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Sulphur Dioxide/Sulphites', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Recycling Info: Recycle Pack', 'Pack Type: Can']",Monster Energy Drink the Doctor,Monster Energy Drink The Doctor 500ml PM 1.75,,False,monster-energy-drink-the-doctor
820574-1,Lucozade Sport Drink Raspberry 500ml PMP 1.50,10.75,Grocery > Soft Drinks > Energy and Health Drinks,820574.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/5/5054267014725.jpg,https://www.bestwaywholesale.co.uk/product/820574-1,Raspberry Flavour Isotonic Drink with Sugars and Sweeteners,£1.50,Lucozade,500ml,820574.0,5054267014725.0,Standard,Fuels Performance - Lucozade Sport provides ~16g of carbohydrate per 250ml serving and electrolytes to help maintain performance during prolonged endurance exercise.,['Lucozade Sport Raspberry is a raspberry flavour Isotonic ports drink which provides carbohydrates and electrolytes to enhance hydration and help maintain performance during prolonged endurance exercise.'],"Water, Glucose Syrup, Acid (Citric Acid), Acidity Regulator (Sodium Citrate), Extract of Black Carrot, Stabilisers  (Acacia Gum, Glycerol Esters of Wood Rosins), Sweeteners (Aspartame, Acesulfame K), Flavourings, Niacin (Vitamin B3)","['Free From Artificial Colours', 'Recycling Info: Plastic - Widely Recycled Bottle', 'Recycle me!', 'Pack Type: Plastic Bottle']",Lucozade Sport Drink Raspberry,Lucozade Sport Drink Raspberry 500ml PMP 1.50,,False,lucozade-sport-drink-raspberry
827057-1,Sprite 6 x 2L PM 2.15,7.27,Grocery > Soft Drinks > 2 and 3 Ltr Bottles,827057.0,2Ltr × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/0/5017726449490.jpg,https://www.bestwaywholesale.co.uk/product/827057-1,Sparkling Lemon-Lime Flavour Low Calorie Soft Drink with Sugar and Sweeteners,£2.15,Sprite,2Ltr,827057.0,5000112684643.0,Standard,"Sprite is a great sparkling fruit flavoured soft drink. A collision of refreshing, tasty lemon and lime flavour that delivers a crisp, clean flavour.","['100% natural lemon & lime flavour', 'With refreshing lemon & lime taste', 'Sparkling soft refreshing drink', 'GMO Free', 'Intense Sweetners', 'Suitable for Vegans', 'Suitable for Vegetarians']","Carbonated Water, Sugar, Acids (Citric Acid, Tartaric Acid), Acidity Regulator (Sodium Citrates), Sweeteners (Acesulfame-K, Aspartame), Natural Lemon, Lime Flavourings","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Oats', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Pack Type: Wrap']",Sprite,Sprite 6 x 2L PM 2.15,"{'count': 6, 'size': 2.0, 'unit': 'l', 'format': '6x2l'}",True,sprite
,,,,,,,https://www.bestwaywholesale.co.ukNone,,,,,,,,,,,,,,,True,
,,,,,,,https://www.bestwaywholesale.co.ukNone,,,,,,,,,,,,,,,True,
826725-1,CocaCola Cherry 12 x 500ml PM 1.79,12.75,Grocery > Soft Drinks > Small Bottles,826725.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/5/5017726449315.jpg,https://www.bestwaywholesale.co.uk/product/826725-1,Sparkling Cherry Flavour Soft Drink with Plant Extracts.,£1.79,Coca-Cola,500ml,826725.0,5000112684377.0,Standard,Coca-Cola Cherry is a refreshingly smooth combination of the legendary Coca-Cola sparkling soft drink - first created in 1886 - and smooth cherry flavour. Everything about Coca-Cola is unique; from its iconic taste to the famous coke bottle design. This all-time classic & sparkling soft drink with a gentle twist of cherry flavour was created in 1985 and soon became famous around the world. Coke Cherry is designed with a crisp and sweet flavour.,"['Refreshing Coca-Cola Cherry, with a delicious flavour', 'Incredible taste with a twist of smooth cherry flavour', 'Carbonated drink with a twist of smooth cherry', 'Sparkling soft drink', 'Happiness, bottled', 'Carbonated soft drink', 'Flavoured drink', 'Carbonated beverage', 'Great taste', 'Delicious and refreshing', 'GMO free', 'Added colours', 'Suitable for vegetarians', 'Suitable for vegans']","Carbonated Water, Sugar, Colour (E 150d), Acid (Phosphoric Acid), Natural Flavourings, Caffeine Flavouring","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Oats', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Pack Type: Wrap']",Cocacola Cherry,CocaCola Cherry 12 x 500ml PM 1.79,"{'count': 12, 'size': 500.0, 'unit': 'ml', 'format': '12x500ml'}",True,cocacola-cherry
390282-1,Nestle Pure Life Still Spring Water 12x500ml,2.09,Grocery > Soft Drinks > Still Water,390282.0,50Cl × 1,https://www.bestwaywholesale.co.uk/img/products/250/2/7613031722662.jpg,https://www.bestwaywholesale.co.uk/product/390282-1,Spring Water Still,£2.80,Nestle Pure Life,50Cl,390282.0,7613031722622.0,Standard,Choose Nestlé Pure Life for you and your family!,"['Still Spring Water bottled at the source in the UK', '100% recyclable packaging, please recycle to give the bottles a new life', 'Championing to build healthy habits for a healthy future', 'Accessible to your whole family every day with an optimal balance of minerals and a light pure taste', ""Purity and safety guaranteed by Nestlé's expertise""]",,"['Packed In England', 'Recycle with bags at larger stores - Check locally kerbside', 'Plastic - Widely recycled', 'Pack Type: Wrap']",Nestle Pure Life Still Spring Water,Nestle Pure Life Still Spring Water 12x500ml,"{'count': 12, 'size': 500.0, 'unit': 'ml', 'format': '12x500ml'}",True,nestle-pure-life-still-spring-water
824537-1,Monster Energy Drink Zero Sugar 500ml PM 1.65,9.89,Grocery > Soft Drinks > Energy and Health Drinks,824537.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/9/5061013949859.jpg,https://www.bestwaywholesale.co.uk/product/824537-1,"Carbonated Energy Drink with Taurine, Ginseng, L-Carnitine, Caffeine and B Vitamins with Sweeteners.",£1.65,Monster,500ml,824537.0,5061013949859.0,Standard,"People have been blowin' up our inbox for years asking for a zero sugar Monster. We got it, but this ain't soda pop, dude!Making a zero sugar drink that's good enough to earn the Monster M ain't that easy.Finally with a re-tooled energy blend, new sweetener system and after hundreds of failed flavours, we absolutely got it right!Monster Zero Sugar with B vitamins and caffeine to motivate you to work (I mean play) harder, so generally you feel pretty damn good.Zero sugar, more Monster Magic…Unleash the Beast! ®",[],"Carbonated Water, Acid (Citric Acid), Flavour Enhancer (Erythritol), Flavourings, Taurine (0.4%), Acidity Regulator (Sodium Citrates), Panax Ginseng Root Extract (0.08%), L-Carnitine L-Tartrate (0.04%), Preservatives (Sorbic Acid, Benzoic Acid), Sweeteners (Sucralose, Acesulfame K), Caffeine (0.03%), Colour (Anthocyanins), Vitamins (B3, B6, B2, B12), Guarana Seed Extract (0.002%), Inositol","['Free From Celery', 'Free From Milk', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Sulphur Dioxide/Sulphites', 'Free From Sesame', 'Contains Sweeteners', 'Recycling Info: Recycle Pack', 'Pack Type: Can']",Monster Energy Drink Zero Sugar,Monster Energy Drink Zero Sugar 500ml PM 1.65,,False,monster-energy-drink-zero-sugar
813308-1,Boost Energy Original 250ml,6.79,Grocery > Soft Drinks > Energy and Health Drinks,813308.0,250ml × 24 × 1,https://www.bestwaywholesale.co.uk/img/products/250/2/5056079901132.jpg,https://www.bestwaywholesale.co.uk/product/813308-1,"Carbonated Mixed Fruit Flavour Drink with Taurine, Caffeine and B Vitamins, with Sugars and Sweeteners.",£0.75,Boost,250ml,813308.0,15056079901139.0,Standard,A full-flavoured energising kick to get you through the day.,['Refresh + Energise'],"Carbonated Water, Sugar, Glucose-Fructose Syrup, Acid (Citric Acid), Taurine (0.4%), Flavourings, Caffeine (0.03%), Sweeteners (Aspartame, Acesulfame K), Colours (Ammonia Caramel, Riboflavin), Acidity Regulator (Sodium Citrate), Preservative (Sodium Benzoate), Vitamins (Niacin, Pantothenic Acid, Vitamin B6, Vitamin B12), Inositol","['Contains Sweeteners', 'Country of Origin United Kingdom', 'Please Recycle Me', 'Pack Type: Can']",Boost Energy Original,Boost Energy Original 250ml,,False,boost-energy-original
