id,name,price,category,sku,multi pack,image,url,product,rsp,brand,size,product_code,Retail Ean,vat_rate,description,description_bullets,ingredients_description,other_info,cleaned_name,original_name,multipack,is_multipack,slug
828741-1,Oasis Summer Fruits 12 x 500ml PM 1.40,9.49,Grocery > Soft Drinks > Small Bottles,828741.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/0/5017726450090.jpg,https://www.bestwaywholesale.co.uk/product/828741-1,Still Summer Fruits Juice Drink with Sugar and Sweeteners,£1.40,Oasis,500ml,828741.0,5000112684810.0,Standard,"Oasis Summer Fruits is a great tasting refreshing still juice drink full of zing. A perfectly balanced combination of cheeky and colourful flavours with a tasty blend of your favourite sweet apple, ripe strawberry, sweet-tart red currant & juicy cherry flavours. At home and on the go, you'll experience great taste and indulge your senses. Oasis Summer Fruits contains natural flavours to brighten up your day. No GMO, no allergen & gluten free.","['Refreshing still drink with natural fruity flavour', 'Made with a unique blend of 100% natural flavours and real fruit', 'Low in calories', 'GMO free', 'Suitable for Vegans', 'Suitable for Vegetarians']","Water, Fruit Juices from Concentrate 5% (Apple 1.7%, Strawberry 1.5%, Redcurrant 1.2%, Cherry 0.6%), Sugar, Acid (Citric Acid), Fruit And Vegetable Concentrates (Carrot, Apple, Blackcurrant, Blueberry, Hibiscus), Natural Berry Flavouring with Other Natural Flavourings, Stabiliser (Polyphosphates), Acidity Regulator (Sodium Citrates), Preservatives (Potassium Sorbate, Sodium Benzoate), Sweeteners (Aspartame, Acesulfame K)","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Pack Type: Wrap']",Oasis Summer Fruits,Oasis Summer Fruits 12 x 500ml PM 1.40,"{'count': 12, 'size': 500.0, 'unit': 'ml', 'format': '12x500ml'}",True,oasis-summer-fruits
824086-1,Nestle Pure Life Still Spring Water 6x1.5L,1.99,Grocery > Soft Drinks > Still Water,824086.0,1.5Ltr × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/2/8445291373082.jpg,https://www.bestwaywholesale.co.uk/product/824086-1,824086,£0.69,Nestle Pure Life,1.5Ltr,824086.0,7613035281783.0,Standard,"Choose Nestlé Pure Life for your family, enjoy during mealtimes!","['Still Spring Water bottled at the source in the UK', '100% recyclable packaging, please recycle to give the bottles a new life', 'Championing to build healthy habits for a healthy future', 'Optimal balance of minerals and a light pure taste', ""Purity and safety guaranteed by Nestlé's expertise""]",,"[""Recycling Info: Recycle with bags at large supermarket - Don't recycle at home Film"", 'Recycling Info: Recycle Bottle', '100% Recyclable & Made With 30% Recycled Plastic Excl', 'Cap & Label', 'Pack Type: Wrap']",Nestle Pure Life Still Spring Water,Nestle Pure Life Still Spring Water 6x1.5L,"{'count': 6, 'size': 1.5, 'unit': 'l', 'format': '6x1.5l'}",True,nestle-pure-life-still-spring-water
827205-1,CocaCola Zero Sugar 6 x 2L PM 2.29,7.27,Grocery > Soft Drinks > 2 and 3 Ltr Bottles,827205.0,2Ltr × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/4/5017726449384.jpg,https://www.bestwaywholesale.co.uk/product/827205-1,Sparkling Low Calorie Soft Drink with Plant Extracts with Sweeteners.,£2.29,Coca-Cola,2Ltr,827205.0,5000112684933.0,Standard,"Coca-Cola Zero Sugar is the legendary flavoured sparkling soft drink, without sugar. Everything about Coca-Cola Zero Sugar is unique; from its iconic flavour to the famous bottle. This all-time classic is designed with a crisp and unique flavour. But it's not only about the great taste. Coca-Cola Zero Sugar is so much more.","['Great Coca-Cola taste with zero sugar & zero calories', 'Coca-Cola Zero Sugar, bringing happiness to fans', 'Sparkling soft drink', 'Happiness, bottled', 'Coke without sugar', 'Carbonated beverage', 'Great taste', 'Delicious and refreshing', 'GMO Free', 'Added Colours', 'Intense Sweetners', 'Suitable for Vegans', 'Suitable for Vegetarians']","Carbonated Water, Colour (E 150d), Acid (Phosphoric Acid), Sweeteners (Aspartame, Acesulfame-K, Enzymatically produced Steviol Glycosides), Natural Flavourings, Caffeine Flavouring, Acidity Regulator (Sodium Citrates)","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Oats', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Pack Type: Wrap']",Cocacola Zero Sugar,CocaCola Zero Sugar 6 x 2L PM 2.29,"{'count': 6, 'size': 2.0, 'unit': 'l', 'format': '6x2l'}",True,cocacola-zero-sugar
815760-1,Monster Energy Drink Ultra Zero Sugar 4 x 500ml PM 4.99,15.79,Grocery > Soft Drinks > Multi Pack Cans,815760.0,500ml × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/9/5060947545519.jpg,https://www.bestwaywholesale.co.uk/product/815760-1,"Carbonated Energy Drink with Taurine, Ginseng, Caffeine, L-Carnitine and B Vitamins with Sweeteners.",£4.99,Monster Energy,500ml,815760.0,5060947545519.0,Standard,"Some people are impossible to please. As soon as they get what they thought they wanted they always want more. Our team riders and Monster Girls are no different….. they've been dropping some hints lately.They've been asking us for a new Monster drink. A little less sweet, lighter-tasting and zero calories, but with a full load of our Monster energy blend.Sure, white is the new black. We went all out: Monster Energy Ultra.Unleash the Ultra Beast!","['Taurine + Zero Sugar + L-Carnitine', 'This product is GMO free', 'This product is gluten free', 'This product is allergen free', 'This product is suitable for vegetarians/vegans']","Carbonated Water, Acid (Citric Acid), Taurine (0.4%), Acidity Regulator (Sodium Citrates), Flavourings, Panax Ginseng Root Extract (0.08%), Sweeteners (Sucralose, Acesulfame K), Preservatives (Sorbic Acid, Benzoic Acid), Caffeine (0.03%), L-Carnitine L-Tartrate (0.015%), Vitamins (B3, B5, B6, B12), Sodium Chloride, D-Glucuronolactone, Guarana Seed Extract (0.002%), Inositol","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Sulphur Dioxide/Sulphites', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Recycling Info: Recycle Pack', 'Pack Type: Can']",Monster Energy Drink Ultra Zero Sugar,Monster Energy Drink Ultra Zero Sugar 4 x 500ml PM 4.99,"{'count': 4, 'size': 500.0, 'unit': 'ml', 'format': '4x500ml'}",True,monster-energy-drink-ultra-zero-sugar
826721-1,CocaCola Cherry 1.75L PM 2.79,8.99,Grocery > Soft Drinks > 1 and 1.5 Ltr Bottles,826721.0,1.75Ltr × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/6/5000112684346.jpg,https://www.bestwaywholesale.co.uk/product/826721-1,Sparkling Cherry Flavour Soft Drink with Plant Extracts.,£2.79,Coca-Cola,1.75Ltr,826721.0,5000112684346.0,Standard,"Coca-Cola Cherry, a refreshingly smooth combination of the legendary Coca-Cola sparkling soft drink, first created in 1886 and a sweet cherry flavour. This all-time classic carbonated drink with a crisp and sweet flavour. Always ready & by your side, made for sharing. Simply lean back and relax. Take a sip and free the bubbles inside.","['Coca-cola with smooth cherry flavour delicious and refreshing sparkling soft drink', 'Refreshing Coca-Cola cherry with a delicious flavour', 'Incredible taste with a twist of smooth cherry flavour', 'Carbonated drink with a twist of smooth cherry', 'Sparkling soft drink', 'Flavoured drink', 'Great taste', 'Suitable for Vegans', 'Suitable for Vegetarians']","Carbonated Water, Sugar, Colour (E 150d), Acid (Phosphoric Acid), Natural Flavourings, Caffeine Flavouring","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Oats', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Pack Type: Bottle']",Cocacola Cherry,CocaCola Cherry 1.75L PM 2.79,,False,cocacola-cherry
827219-1,Fanta Orange 6 x 2L PM 2.15 Bottle,7.27,Grocery > Soft Drinks > 2 and 3 Ltr Bottles,827219.0,2Ltr × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/5/5017726449605.jpg,https://www.bestwaywholesale.co.uk/product/827219-1,Sparkling Orange Fruit Drink with Sugar and Sweeteners.,£2.15,Fanta,2Ltr,827219.0,5000112684544.0,Standard,Fanta Orange is a tongue-tingling & delicious sparkling flavoured drink that surprises with its intense and refreshing taste. Add to your shopping list and enjoy the bubbles inside,"['Sparkling orange flavoured soft drink', 'Great and refreshing taste', 'Vibrant and refreshing', 'Made with fruit juice & flavours', 'Natural flavours', 'Flavoured drink', 'Suitable for vegetarians and vegans']","Carbonated Water, Sugar, Orange Juice from Concentrate (2.3%), Lemon Juice from Concentrate (1%), Citrus Fruit from Concentrate (0.6%), Acids (Malic Acid, Citric Acid), Sweeteners (Cyclamates, Acesulfame K, Saccharins), Acidity Regulators (Calcium Lactate, Calcium Gluconate), Stabilisers (Acacia Gum, Guar Gum), Preservative (Potassium Sorbate), Natural Orange Flavouring with other Natural Flavourings, Antioxidant (Ascorbic Acid), Colour (Carotenes)","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Oats', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Pack Type: Bottle']",Fanta Orange,Fanta Orange 6 x 2L PM 2.15 Bottle,"{'count': 6, 'size': 2.0, 'unit': 'l', 'format': '6x2l'}",True,fanta-orange
831144-1,Pepsi Max Cola Bottle PMP 500ml ,9.29,Grocery > Soft Drinks > Small Bottles,831144.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/6/4062139024216.jpg,https://www.bestwaywholesale.co.uk/product/831144-1,Carbonated Low Calorie Cola Flavoured Soft Drink with Sweeteners,£1.39,Pepsi,500ml,831144.0,4062139024209.0,Standard,"Product composition varies in the EU, visit www.info.pepsico.eu for details.","['Maximum Taste', 'No Sugar']","Carbonated Water, Colour (E150d), Sweeteners (Aspartame, Acesulfame K), Acids (Phosphoric Acid, Citric Acid), Flavourings (including Caffeine), Preservative (Potassium Sorbate)","['Contains Sweeteners', 'Recycling Info: Recycle Pack', 'Pack Type: Bottle']",Pepsi Max Cola Pmp,Pepsi Max Cola Bottle PMP 500ml ,,False,pepsi-max-cola-pmp
824418-1,Monster Energy Drink Monarch 500ml PM 1.75,10.69,Grocery > Soft Drinks > Energy and Health Drinks,824418.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/8/5061013949828.jpg,https://www.bestwaywholesale.co.uk/product/824418-1,"Carbonated Energy Drink with 5% Fruit Juice from Fruit Juice Concentrate, Taurine, Caffeine, L-Carnitine and B Vitamins with Sugars and Sweetener.",£1.75,Monster,500ml,824418.0,5061013949828.0,Standard,There's this theory that something as small and inconsequential as the flapping of a butterfly's wings can be the trigger that results in a hurricane. Monster Monarch named for the humble butterfly has a light subtle flavour with hints of peach and nectarine. You could say it's delicate and not too overpowering but get ready to experience your own “Butterfly Effect” as Monarch has a full load of the legendary Monster Energy blend.,"['B-VITAMINS + TAURINE + L-CARNITINE', 'This product is GMO free', 'This product is allergen free', 'This product is gluten free']","Carbonated Water, Sucrose, Fruit Juices from Concentrate (5%) (Apple, Peach, Pear, Pineapple, Nectarine, Mango, Banana), Glucose Syrup, Acid (Citric Acid), Taurine (0.4%), Acidity Regulator (Sodium Citrates), Flavourings, Maltodextrin, Preservative (Potassium Sorbate), Caffeine (0.03%), Vegetable Oils (Coconut, Rapeseed), Modified Starch, Vitamins (B3, B6, B2, B12), Sweetener (Sucralose), L-Carnitine L-Tartrate (0.004%), Sodium Chloride, Inositol, Colour (E129)","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Sulphur Dioxide/Sulphites', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Recycling Info: Recycle Pack', 'Pack Type: Can']",Monster Energy Drink Monarch,Monster Energy Drink Monarch 500ml PM 1.75,,False,monster-energy-drink-monarch
812171-1,Lucozade Energy Drink Orange 900ml PMP 2,13.79,Grocery > Soft Drinks > Energy and Health Drinks,812171.0,900ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/0/5054267013070.jpg,https://www.bestwaywholesale.co.uk/product/812171-1,Sparkling Orange Glucose Drink with sugars and sweeteners,£2.00,Lucozade,900ml,812171.0,5054267013070.0,Standard,"As well as tasting great, we also try to do great things to ensure we're doing our bit for a sustainable future! All of our bottles are fitted with our new 60% transparent sleeve. This gives all our recyclable products the best chance of being turned back into bottles and used again!","['Bursting with orange citrus flavour, Lucozade Orange 900ml is refreshing and zesty!', 'Our refreshing Lucozade Energy is bursting with sparkling flavour. With Glucose and Vitamin B3 to help reduce tiredness, Lucozade Energy helps you get through your day!', 'Best enjoyed cold.']","Carbonated Water, Glucose Syrup (11%), Orange Juice from Concentrate (6%), Acid (Citric Acid), Acidity Regulator (Sodium Gluconate), Flavourings, Preservative (Potassium Sorbate), Sweeteners (Acesulfame K, Sucralose), Stabiliser (Acacia Gum), Caffeine, Antioxidant (Ascorbic Acid), Niacin (Vitamin B3), Colour (Beta Carotene)","['Contains Sweeteners', 'Recycling Info: Plastic - Widely Recycled Bottle', 'Pack Type: Plastic Bottle']",Lucozade Energy Drink Orange,Lucozade Energy Drink Orange 900ml PMP 2,,False,lucozade-energy-drink-orange
823311-1,Monster Rio Punch 500ml,10.69,Grocery > Soft Drinks > Energy and Health Drinks,823311.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/0/5056784900420.jpg,https://www.bestwaywholesale.co.uk/product/823311-1,"Carbonated Energy Drink with 2% Fruit Juice from Fruit Juice Concentrate, Containing Taurine, Ginseng, Caffeine, L-Carnitine and B Vitamins with Sugars and Sweetener.",£1.75,Monster,500ml,823311.0,5056784900420.0,Standard,"It's a blend of exotic fruit flavours with a hint of spice, that's fully loaded with our world-famous monster energy blend.From the shore of Copacabana Beach to the top of Sugarloaf Mountain, Rio Punch will have you partying into the night.","['Vitamins + Taurine', 'Carnitine + B', 'Punch + Energy']","Carbonated Water, Sucrose, Fruit Juices from Concentrate (2%) (Apple, White Grape, Papaya, Mango), Glucose Syrup, Taurine (0.4%), Acids (Citric Acid, Malic Acid), Flavourings, Acidity Regulator (Sodium Citrates), Panax Ginseng Root Extract (0.08%), Caffeine (0.03%), Preservative (Potassium Sorbate), Sweetener (Sucralose), Vitamins (B3, B6, B2, B12), Stabiliser (Glycerol Esters of Wood Rosins), Maltodextrin, L-Carnitine L-Tartrate (0.004%), Inositol, Colour (E129)","['Contains Sweeteners', 'Recycling Info: Certified as Recyclable Can', 'Deposit is Redeemable on Empty Undamaged Cans Purchased in the Republic of Ireland Only', 'Pack Type: Can']",Monster Rio Punch,Monster Rio Punch 500ml,,False,monster-rio-punch
111366-1,Volvic Touch of Fruit Low Sugar Strawberry Natural Flavoured Water 6 x 1.5L,4.79,Grocery > Soft Drinks > Flavoured Water,111366.0,1.5Ltr × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/3/3057640410123.jpg,https://www.bestwaywholesale.co.uk/product/111366-1,"Still natural mineral water drink with natural flavourings, sugar and sweetener.",£1.89,Volvic,1.5Ltr,111366.0,3057640372858.0,Standard,"Volvic Touch of Fruit Low sugar Strawberry Natural Flavoured Water 1.5LVolvic Touch of Fruit Strawberry water is a refreshing blend of Volvic Natural Mineral Water with a touch of natural Strawberry flavour. Each bottle of Volvic flavoured water, refreshes like water & tastes like a touch of fruit.Volvic Touch of Fruit Strawberry, contains only natural flavours and is low in caloriesOur refreshing range of flavoured waters are great for any occasion, whether you need a tasty pick me up, a tasty lunch drink or a low calorie evening meal refreshment. Available in 6 delicious low sugar flavours, try one today.Our 1.5L bottle is the perfect sharing bottle for you and your family. Perfect for mealtimes or when you need a refreshing pick me upOur Volvic Strawberry water is 97.5% water; it refreshes like water, tastes like a Touch of Fruit","['Low sugar', 'Refreshingly fruity volcanic water with a touch of natural strawberry flavour', 'Free from artificial sweeteners']","Volvic Natural Mineral Water (97.5%), Sugar (2.3%), Acid (Citric Acid), Natural Strawberry Flavouring with other Natural Flavourings, Sweetener (Steviol Glycosides from a Natural Source (Stevia Extract))
Preservative (Potassium Benzoate)
Sweetened with an extract from Stevia Leaf","['Free From Artificial Sweeteners', 'Our bottles and caps are 100% recyclable, please recycle', 'Pack Type: Wrap']",Volvic Touch of Fruit Low Sugar Strawberry Natural Flavoured Water,Volvic Touch of Fruit Low Sugar Strawberry Natural Flavoured Water 6 x 1.5L,"{'count': 6, 'size': 1.5, 'unit': 'l', 'format': '6x1.5l'}",True,volvic-touch-of-fruit-low-sugar-strawberry-natural-flavoured-water
826728-1,CocaCola Original Taste 330ml PM 1.09,13.69,Grocery > Soft Drinks > Individual Cans,826728.0,330ml × 24 × 1,https://www.bestwaywholesale.co.uk/img/products/250/2/5000112684322.jpg,https://www.bestwaywholesale.co.uk/product/826728-1,826728,£1.09,Coca-Cola,330ml,826728.0,5000112684322.0,Standard,Coca?Cola Original Taste is the world's favourite soft drink and has been enjoyed since 1886. You can find Coca?Cola Original Taste in a variety of sizes to suit every lifestyle and occasion.,"[""Coca?Cola Original Taste is the world's favourite soft drink and has been enjoyed since 1886"", 'A truly unique & great taste', ""The world's favourite soft drink"", 'Coca-Cola Original Taste, made for sharing', 'Happiness, bottled', 'Carbonated soft drink', 'Carbonated beverage', 'Great taste', 'Delicious and refreshing', 'Added Colours']","Carbonated Water, Sugar, Colour (Caramel E150d), Acid (Phosphoric Acid), Natural Flavourings, Caffeine Flavouring","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Oats', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Pack Type: Can']",Cocacola Original Taste,CocaCola Original Taste 330ml PM 1.09,,False,cocacola-original-taste
,,,,,,,https://www.bestwaywholesale.co.ukNone,,,,,,,,,,,,,,,True,
,,,,,,,https://www.bestwaywholesale.co.ukNone,,,,,,,,,,,,,,,True,
821680-1,Nescaf 3 in 1 Original 6 x 16g 96g,8.29,Grocery > Hot Beverages > Coffee and Bev Sachets and Sticks,821680.0,6s × 11 × 1,https://www.bestwaywholesale.co.uk/img/products/250/0/8445291282100.jpg,https://www.bestwaywholesale.co.uk/product/821680-1,Instant coffee beverage,£1.00,Nescafé,6s,821680.0,8445291282094.0,Exempt,Nestlé®Discover the variety of NESCAFÉ In1s,"['Smooth & Rich', '65 Calories Per Mug', 'Low Fat When Prepared', 'No Artificial Flavours', 'Suitable for vegetarians']","Sugar, Glucose Syrup, Instant Coffee (11%), Palm Kernel Oil, Soluble Fibre, SkimmedMilkpowder (0.7%),MilkProteins, Salt, Stabilisers (E331, E452), Lactose (Milk), Acidity Regulator (E340), Emulsifiers (E471, E472e), Natural Flavourings,MilkFat","['Contains Milk', 'Free From Artificial Flavours', 'Recycling Info: Recycle Box', ""Sachet - Recycle at Store - Don't recycle at home"", 'Dispose of Responsibly', 'Find your Nearest Collection Point: WWW.RECYCLENOW.COM', 'Pack Type: Box']",Nescaf 3 in 1 Original,Nescaf 3 in 1 Original 6 x 16g 96g,"{'count': 6, 'size': 16.0, 'unit': 'g', 'format': '6x16g'}",True,nescaf-3-in-1-original
827234-1,Diet Coke 12 x 500ml PM 1.40,7.29,Grocery > Soft Drinks > Small Bottles,827234.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/6/5017726449216.jpg,https://www.bestwaywholesale.co.uk/product/827234-1,Sparkling Low Calorie Soft Drink with Plant Extracts with Sweeteners.,£1.40,Diet Coke,500ml,827234.0,5000112684483.0,Standard,"History was made 40 years ago with the creation of Diet Coke. Within two years, Diet Coke was the world's favourite light cola, and it still is! Diet Coke encourages you to love what you love, celebrating that unapologetic attitude that comes with knowing who you are and what you're into, whether it's ‘cool' or not. So add some sparkle to your day - without sugar or calories - with a crisp, refreshing Diet Coke!","['No sugar', 'Love what you love, Diet Coke', 'Coke without sugar', 'Carbonated beverage', 'Great taste', 'Delicious and refreshing', 'GMO Free', 'Added Colours', 'Suitable for Vegans', 'Suitable for Vegetarians']","Carbonated Water, Colour (Caramel E150d), Sweeteners (Aspartame, Acesulfame K), Natural Flavourings, Caffeine Flavouring, Acids (Phosphoric Acid, Citric Acid)","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Rye', 'Free From Sulphur Dioxide/Sulphites', 'Free From Wheat', 'Free From Barley', 'Free From Oats', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Pack Type: Wrap']",Diet Coke,Diet Coke 12 x 500ml PM 1.40,"{'count': 12, 'size': 500.0, 'unit': 'ml', 'format': '12x500ml'}",True,diet-coke
36141-1,Relentless Cherry Energy Drink 500ml PM 1,6.12,Grocery > Soft Drinks > Energy and Health Drinks,36141.0,500ml × 12 × 1,https://www.bestwaywholesale.co.uk/img/products/250/1/5060466510531.jpg,https://www.bestwaywholesale.co.uk/product/36141-1,"Carbonated Cherry Flavour Energy Drink with Taurine, Caffeine and B Vitamins with Sugars and Sweetener",£1.00,Relentless,500ml,36141.0,5000112606027.0,Standard,Where intense fruit flavour refreshment meets the energy needed by those who are driven to pursue their goals with passion and commitment.,[],"Carbonated Water, Sucrose, Glucose, Acid (Citric Acid), Taurine (0.4%), Flavourings, Acidity Regulator (Sodium Citrate), Preservatives (Potassium Sorbate, Sodium Benzoate), Caffeine (0.03%), Sweetener (Sucralose), Vitamins (B3, B5, B6, B12), Colours (E129, E102), Inositol","['Contains Sweeteners', 'Country of Origin United Kingdom', 'Pack Type: Can']",Relentless Cherry Energy Drink,Relentless Cherry Energy Drink 500ml PM 1,,False,relentless-cherry-energy-drink
815759-1,Monster Energy Drink 4 x 500ml PM 5.49,18.49,Grocery > Soft Drinks > Multi Pack Cans,815759.0,500ml × 6 × 1,https://www.bestwaywholesale.co.uk/img/products/250/7/5060947545427.jpg,https://www.bestwaywholesale.co.uk/product/815759-1,"Carbonated Energy Drink with Taurine, Ginseng, L-Carnitine, Caffeine and B Vitamins with Sugars and Sweetener.",£5.49,Monster,500ml,815759.0,5060947545427.0,Standard,Great tasting energy drink with energy blend and 160mg caffeine,"['L-Carnitine + Taurine + Ginseng + B Vitamins', 'This product is GMO free', 'This product is gluten free', 'This product is allergen free']","Carbonated Water, Sucrose, Glucose Syrup, Acid (Citric Acid), Flavourings, Taurine (0.4%), Acidity Regulator (Sodium Citrates), Panax Ginseng Root Extract (0.08%), L-Carnitine L-Tartrate (0.04%), Preservatives (Sorbic Acid, Benzoic Acid), Caffeine (0.03%), Colour (Anthocyanins), Vitamins (B3, B6, B2, B12), Sweetener (Sucralose), Sodium Chloride, D-Glucuronolactone, Guarana Seed Extract (0.002%), Inositol, Maltodextrin","['Free From Celery', 'Free From Cereals Containing Gluten', 'Free From Crustaceans', 'Free From Eggs', 'Free From Fish', 'Free From Lupin', 'Free From Milk', 'Free From Molluscs', 'Free From Mustard', 'Free From Nuts', 'Free From Peanuts', 'Free From Sulphur Dioxide/Sulphites', 'Free From Soya', 'Free From Sesame', 'Free From Genetically Modified Ingredients', 'Contains Sweeteners', 'Recycling Info: Recycle Pack', 'Pack Type: Box']",Monster Energy Drink,Monster Energy Drink 4 x 500ml PM 5.49,"{'count': 4, 'size': 500.0, 'unit': 'ml', 'format': '4x500ml'}",True,monster-energy-drink
819429-1,Lucozade Energy Drink Orange 500ml PMP 1.50 ,18.79,Grocery > Soft Drinks > Energy and Health Drinks,819429.0,500ml × 24 × 1,https://www.bestwaywholesale.co.uk/img/products/250/0/5054267014220.jpg,https://www.bestwaywholesale.co.uk/product/819429-1,Sparkling Orange Glucose Drink with Sugars and Sweeteners,£1.50,Lucozade,500ml,819429.0,5054267014220.0,Standard,"Lucozade is all about unlocking the potential of people's positivity energy! With Vitamin B3 to help reduce tiredness, Lucozade Energy supports your everyday energy to get you through even your busiest days!","['Bursting with orange citrus flavour, Lucozade Orange 500ml is refreshing and zesty! Best enjoyed cold.', '', ""Lucozade is all about unlocking the potential of people's positivity energy! With Vitamin B3 to help reduce tiredness, Lucozade Energy supports your everyday energy to get you through even your busiest days!""]","Carbonated Water, Glucose Syrup (11%), Orange Juice from Concentrate (6%), Acid (Citric Acid), Acidity Regulator (Sodium Gluconate), Flavourings, Preservative (Potassium Sorbate), Sweetener (Sucralose), Sweeteners (Sucralose, Acesulfame K), Stabiliser (Acacia Gum), Caffeine, Antioxidant (Ascorbic Acid), Niacin (Vitamin B3), Colour (Beta Carotene)","['Free From Artificial Colours', 'Contains Sweeteners', 'Recycling Info: Plastic - Widely Recycled Bottle', 'Recycling Info: Plastic - Check Local Recycling Cap', 'Pack Type: Plastic Bottle']",Lucozade Energy Drink Orange,Lucozade Energy Drink Orange 500ml PMP 1.50 ,,False,lucozade-energy-drink-orange
